id_en;sentence_en;id_sk;sentence_sk
2240296;We hired Tom.;10079377;Najali sme Toma.
3921258;We've hired Tom.;10079377;Najali sme Toma.
3071414;We won six to two.;10079381;Vyhrali sme šesť dva.
3583144;I learn Kannada.;10079382;Učím sa kannadsky.
7453391;This is what you need.;10079383;Toto potrebuješ.
7453391;This is what you need.;10079384;Toto potrebujete.
3818903;Tom said that you wanted to go with us.;10079389;Tom povedal, že chceš ísť s nami.
3818903;Tom said that you wanted to go with us.;10079390;Tom povedal, že chcete ísť s nami.
6426579;Mary said she wasn't surprised.;10079392;Mária povedala, že nie je prekvapená.
2237141;Tom knows you.;10079393;Tom ťa pozná.
2237141;Tom knows you.;10079394;Tom vás pozná.
2237128;Tom knows her.;10079395;Tom ju pozná.
2237129;Tom knows him.;10079397;Tom ho pozná.
2237136;Tom knows that.;10079399;Tom to vie.
2237131;Tom knows it.;10079399;Tom to vie.
2237138;Tom knows this.;10079399;Tom to vie.
5109620;Tom is aware of that.;10079402;Tom si je toho vedomý.
6532346;Tom is aware of it.;10079402;Tom si je toho vedomý.
7078956;Everyone is aware of this.;10079411;Všetci sú si toho vedomí.
7078956;Everyone is aware of this.;10079413;Každý je si toho vedomý.
300074;He is aware of the danger.;10079415;Je si vedomý nebezpečenstva.
1025080;Tom is aware of the danger.;10079416;Tom si je vedomý nebezpečenstva.
1335944;She is aware of her beauty.;10079417;Je si vedomá svojej krásy.
2452049;Tom is aware of his shortcomings.;10079421;Tom si je vedomý svojich nedostatkov.
3727902;Surely Tom is aware of that.;10079425;Tom si je toho určite vedomý.
3819831;Tom is aware of all this.;10079429;Tom si je toho všetkého vedomý.
3819831;Tom is aware of all this.;10079435;Tom o tomto všetkom vie.
1886158;Did you find Tom?;10079484;Našli ste Toma?
1886158;Did you find Tom?;10079485;Našiel si Toma?
1886158;Did you find Tom?;10079488;Našla si Toma?
2261895;Have you found Tom?;10079485;Našiel si Toma?
2261895;Have you found Tom?;10079488;Našla si Toma?
2261895;Have you found Tom?;10079484;Našli ste Toma?
4480235;I hope that you won't make the same mistake as Tom.;10080167;Dúfam, že neurobíš tú istú chybu ako Tom.
4480235;I hope that you won't make the same mistake as Tom.;10080169;Dúfam, že neurobíte tú istú chybu ako Tom.
5870037;I thought people were exaggerating.;10080170;Myslel som, že ľudia zveličujú.
5870037;I thought people were exaggerating.;10080171;Myslela som, že ľudia zveličujú.
5870037;I thought people were exaggerating.;10080173;Myslel som, že ľudia preháňajú.
5870037;I thought people were exaggerating.;10080174;Myslela som, že ľudia preháňajú.
7173980;I thought that people were exaggerating.;10080171;Myslela som, že ľudia zveličujú.
7173980;I thought that people were exaggerating.;10080170;Myslel som, že ľudia zveličujú.
7173980;I thought that people were exaggerating.;10080174;Myslela som, že ľudia preháňajú.
7173980;I thought that people were exaggerating.;10080173;Myslel som, že ľudia preháňajú.
1898443;All the boys were dancing.;10080176;Všetci chlapci tancovali.
1898443;All the boys were dancing.;10080177;Všetci chalani tancovali.
2108727;All the kids were dancing.;10080178;Všetky deti tancovali.
2254711;Who could refuse?;10080202;Kto by mohol odmietnuť?
3154757;Tom ate the same amount as Mary did.;10080203;Tom zjedol toľko, koľko Mária.
3172781;Tom will tell you the truth.;10080204;Tom ti povie pravdu.
3172781;Tom will tell you the truth.;10080205;Tom vám povie pravdu.
3096237;Have you seen my keys?;10080206;Nevidel si moje kľúče?
3096237;Have you seen my keys?;10080208;Nevidela si moje kľúče?
3096237;Have you seen my keys?;10080209;Nevideli ste moje kľúče?
2542688;Do you know where my keys are?;10080210;Nevieš, kde sú moje kľúče?
2542688;Do you know where my keys are?;10080211;Neviete, kde sú moje kľúče?
3608109;Do you know where my key is?;10080213;Nevieš, kde je môj kľúč?
3608109;Do you know where my key is?;10080214;Neviete, kde je môj kľúč?
2014377;Tom, do you want to go with me?;10080215;Tom, chceš ísť so mnou?
3171847;That's what I like about Tom.;10080216;To sa mi na Tomovi páči.
2759138;He's helped me willingly.;10080217;Ochotne mi pomohol.
452245;The building has twenty floors.;10080219;Tá budova má dvadsať poschodí.
49974;The building is twenty stories high.;10080220;Tá budova je dvadsaťposchodová.
49974;The building is twenty stories high.;10080219;Tá budova má dvadsať poschodí.
452245;The building has twenty floors.;10080220;Tá budova je dvadsaťposchodová.
2108442;Supper tastes better with a pinch of salt.;10080221;So štipkou soli je večera chutnejšia.
2642947;Tom doesn't even know my name.;10080658;Tom ani nevie moje meno.
6078515;Do you think Tom is going to die?;10080667;Myslíš, že Tom zomrie?
6078515;Do you think Tom is going to die?;10080668;Myslíte, že Tom zomrie?
6078515;Do you think Tom is going to die?;10080669;Myslíš, že Tom umrie?
6078515;Do you think Tom is going to die?;10080670;Myslíte, že Tom umrie?
3825365;Do you think Tom will die?;10080669;Myslíš, že Tom umrie?
3825365;Do you think Tom will die?;10080670;Myslíte, že Tom umrie?
3825365;Do you think Tom will die?;10080667;Myslíš, že Tom zomrie?
3825365;Do you think Tom will die?;10080668;Myslíte, že Tom zomrie?
3911540;You must be very proud of her.;10082333;Musíš byť na ňu veľmi pyšný.
3911540;You must be very proud of her.;10082334;Musíš byť na ňu veľmi hrdý.
5463732;You always make the same mistake.;10082338;Vždy robíš tú istú chybu.
5463732;You always make the same mistake.;10082339;Vždy robíte tú istú chybu.
3738945;What books did you buy?;10082341;Aké knihy si kúpila?
3738945;What books did you buy?;10082342;Aké knihy si kúpil?
1093326;Tom knows Mary lied.;10082343;Tom vie, že Mária klamala.
6439857;Tom knows that Mary lied.;10082343;Tom vie, že Mária klamala.
2545771;Tom knows Mary is lying.;10082344;Tom vie, že Mária klame.
7176533;Tom knows that Mary is lying.;10082344;Tom vie, že Mária klame.
3738945;What books did you buy?;10082346;Čo za knihy si kúpil?
3738945;What books did you buy?;10082347;Čo za knihy si kúpila?
3738945;What books did you buy?;10082348;Čo za knihy ste kúpili?
3915340;Please help her.;10082349;Prosím, pomôžte jej.
3915340;Please help her.;10082350;Prosím, pomôž jej.
7405465;She said she was afraid.;10082356;Povedala, že sa bojí.
7402862;She said that she was afraid.;10082356;Povedala, že sa bojí.
7405465;She said she was afraid.;10082359;Povedala, že má strach.
7402862;She said that she was afraid.;10082359;Povedala, že má strach.
2241474;We went inside.;10082367;Vošli sme.
9391696;Please wait here for me.;10082368;Prosím, počkajte tu na mňa.
9391696;Please wait here for me.;10082369;Prosím, počkaj tu na mňa.
9391696;Please wait here for me.;10082370;Prosím, čakaj tu na mňa.
9391696;Please wait here for me.;10082371;Prosím, čakajte tu na mňa.
3912614;I thought you loved him.;10082378;Myslela som, že ho miluješ.
3912614;I thought you loved him.;10082380;Myslel som, že ho miluješ.
3912615;I thought you loved her.;10082384;Myslel som, že ju miluješ.
3912615;I thought you loved her.;10082385;Myslela som, že ju miluješ.
10082387;Is she Chinese?;10082388;Je Číňanka?
10082390;She's afraid.;10082393;Bojí sa.
10082390;She's afraid.;10082394;Má strach.
4410138;He's afraid.;10082393;Bojí sa.
4410138;He's afraid.;10082394;Má strach.
2502603;He is afraid.;10082393;Bojí sa.
2502603;He is afraid.;10082394;Má strach.
2266213;He does his duty.;10082411;Plní si povinnosť.
8510950;Tom says he doesn't feel well.;10082413;Tom hovorí, že sa necíti dobre.
8510950;Tom says he doesn't feel well.;10082415;Tom vraví, že sa necíti dobre.
10082412;Is she a vampire?;10082417;Je upírka?
2251089;That's my answer.;10082419;To je moja odpoveď.
10082423;She called.;10082427;Zavolala.
10082426;She's a translator.;10082431;Je prekladateľka.
10082432;She's homeless.;10082435;Je bez domova.
10082433;She's poor.;10082436;Je chudobná.
10082405;She danced.;10082457;Tancovala.
3737627;I wasn't thirsty.;10082460;Nemal som smäd.
3737627;I wasn't thirsty.;10082461;Nemala som smäd.
3737627;I wasn't thirsty.;10082462;Nebol som smädný.
3737627;I wasn't thirsty.;10082463;Nebola som smädná.
2294115;I bet you're right.;5510935;Stavím sa, že máš pravdu.
2294115;I bet you're right.;10082470;Stavím sa, že máte pravdu.
6273432;Tom said Mary would eat later.;10082489;Tom povedal Márii, že sa naje neskôr.
6273432;Tom said Mary would eat later.;10082493;Tom povedal Márii, že sa naje potom.
9349026;Tom is an eye doctor.;10082513;Tom je očný lekár.
6606808;She is reading a book.;10082535;Číta knihu.
3459362;She's reading a book.;10082535;Číta knihu.
296638;He is reading a book.;10082535;Číta knihu.
2132744;He reads a book.;10082535;Číta knihu.
8803779;She reads a book.;10082535;Číta knihu.
1530689;He is reading.;10082615;Číta.
52550;John came running into the room.;10082621;John vbehol do miestnosti.
52550;John came running into the room.;10082623;John vbehol do izby.
9015739;We eat and drink every day.;10082636;Jeme a pijeme každý deň.
6975979;I'm shorter than she.;10082644;Som od nej nižšia.
5840467;I got up late.;10082646;Neskoro som vstal.
5840467;I got up late.;10082647;Neskoro som vstala.
10078794;I speak Sorbian.;10082697;Hovorím lužickou srbčinou.
10078794;I speak Sorbian.;10082699;Hovorím srbsky.
10078794;I speak Sorbian.;10082700;Hovorím po srbsky.
6520106;Tom and Mary want to go home now.;10082704;Tom a Mária chcú teraz ísť domov.
3273613;He can't do everything himself.;10082707;On nemôže všetko robiť sám.
3273613;He can't do everything himself.;10082710;Nemôže všetko robiť sám.
10083625;I wish that I could hug you.;10000958;Kiež by som ťa mohol objať.
10083625;I wish that I could hug you.;10000957;Kiež by som ťa mohla objať.
9635679;The last suggestion was Tom's.;10084967;Posledný návrh bol Tomov.
423157;What should I buy?;10084976;Čo mám kúpiť?
7075959;She has a boyfriend.;10085032;Má priateľa.
7075959;She has a boyfriend.;10085033;Má chlapca.
3128075;He's reading.;10082615;Číta.
8475538;He reads.;10082615;Číta.
5152142;She reads.;10082615;Číta.
3116496;She's reading.;10082615;Číta.
3688174;She is reading.;10082615;Číta.
10085044;Something smells bad.;10085053;Niečo smrdí.
10085044;Something smells bad.;10085055;Niečo páchne.
2273555;Tom is the strongest.;10085065;Tom je najsilnejší.
9369044;Tom is strongest.;10085065;Tom je najsilnejší.
6273715;Tom wanted to help me.;10085091;Tom mi chcel pomôcť.
6716548;Do you know my wife?;10085096;Poznáte moju ženu?
6716548;Do you know my wife?;10085099;Poznáš moju ženu?
2203616;You're cheating.;10085104;Podvádzaš.
2203616;You're cheating.;10085106;Podvádzate.
8477381;He's cheating.;10085111;Podvádza.
8475573;He cheats.;10085111;Podvádza.
9314865;Everybody arrived on time.;10085117;Všetcia prišli načas.
9314864;Everyone arrived on time.;10085117;Všetcia prišli načas.
276425;Everybody desires happiness.;10085123;Každý túži po šťastí.
276425;Everybody desires happiness.;10085124;Všetcia túžia po šťastí.
276425;Everybody desires happiness.;10085126;Každý prahne po šťastí.
276425;Everybody desires happiness.;10085127;Všetcia prahnú po šťastí.
1029001;Tom doesn't want to be seen with Mary.;10085133;Tom nechce, aby ho videli s Máriou.
10085141;You're not asleep yet?;10085143;Ešte nespíš?
10085141;You're not asleep yet?;10085144;Ešte nespíte?
1495806;Whose handwriting is this?;10085150;Koho je to rukopis?
1495806;Whose handwriting is this?;10085151;Čí je to rukopis?
1495806;Whose handwriting is this?;10085152;Koho je to písmo?
1495806;Whose handwriting is this?;10085153;Čie je to písmo?
7492658;This isn't my home.;8975947;Toto nie je môj domov.
3310150;We've only got three hours.;10086171;Máme len tri hodiny.
3310150;We've only got three hours.;10086172;Máme iba tri hodiny.
2644728;We only have three hours.;10086171;Máme len tri hodiny.
2644728;We only have three hours.;10086172;Máme iba tri hodiny.
5903750;Tom made it clear that he didn't want to go to Boston with us.;10086183;Tom dal jasne najavo, že s nami nechce ísť do Bostonu.
2642430;Tom and Mary are no longer here.;10086189;Tom a Mária tu už nie sú.
3442385;Tom and Mary were in love.;10086194;Tom a Mária boli zamilovaní.
3442385;Tom and Mary were in love.;10086197;Tom a Mária boli zaľúbení.
2546440;Tom didn't know anyone.;10086200;Tom nikoho nepoznal.
3722999;Tom knew no one.;10086200;Tom nikoho nepoznal.
2546440;Tom didn't know anyone.;10086204;Tom sa s nikým nepoznal.
3722999;Tom knew no one.;10086204;Tom sa s nikým nepoznal.
1764491;Is this my wine?;10086221;To je moje víno?
2546457;They're not my enemies.;10086232;Oni nie sú mojimi nepriateľmi.
2546457;They're not my enemies.;10086233;To nie sú moji nepriatelia.
2360633;I haven't told you everything.;10086236;Nepovedal som ti všetko.
2360633;I haven't told you everything.;10086237;Nepovedala som ti všetko.
2360633;I haven't told you everything.;10086239;Nepovedal som vám všetko.
2360633;I haven't told you everything.;10086240;Nepovedala som vám všetko.
2246713;I didn't tell you everything.;10086236;Nepovedal som ti všetko.
2246713;I didn't tell you everything.;10086237;Nepovedala som ti všetko.
2246713;I didn't tell you everything.;10086239;Nepovedal som vám všetko.
2246713;I didn't tell you everything.;10086240;Nepovedala som vám všetko.
3820811;I'm not a good singer.;10086247;Nie som dobrý spevák.
3820811;I'm not a good singer.;10086248;Nie som dobrá speváčka.
321667;I remember locking the door.;10086263;Pamätám si, že som zamkol dvere.
321667;I remember locking the door.;10086266;Pamätám si, že som zamkla dvere.
33251;Bob and Tom are brothers.;10086277;Bob a Tom sú bratia.
2713583;Tom is older than you.;10086957;Tom je od teba starší.
2713583;Tom is older than you.;10086958;Tom je od vás starší.
65812;A dolphin is a mammal.;8950069;Delfín je cicavec.
5534523;We want them to be successful.;10089420;Chceme, aby boli úspešní.
5534523;We want them to be successful.;10089421;Chceme, aby boli úspešné.
433591;The soup is too salty.;10089422;Polievka je presolená.
9022715;I'm Greek too.;10089423;Ja som tiež Grék.
9022715;I'm Greek too.;10089424;Aj ja som Grék.
7961832;I know her father.;10089432;Poznám jej otca.
2444;Tell me what happened.;10089433;Povedz mi, čo sa stalo.
2444;Tell me what happened.;10089434;Povedzte mi, čo sa stalo.
7999506;This is a bottle.;10091431;To je fľaška.
8667495;It's a bottle.;10091431;To je fľaška.
7999506;This is a bottle.;10091434;To je fľaša.
8667495;It's a bottle.;10091434;To je fľaša.
5825667;I'll be back next year.;10091435;Vrátim sa budúci rok.
6416839;Mary says she plans to stay here all summer.;10091438;Mária hovorí, že sa tu chystá zostať celé leto.
6416839;Mary says she plans to stay here all summer.;10091441;Mária vraví, že sa tu chystá zostať celé leto.
8972626;I think that Tom was busy.;10091448;Myslím, že Tom bol zaneprázdnený.
8833874;I think Tom was busy.;10091448;Myslím, že Tom bol zaneprázdnený.
9022143;He was wearing a grey coat.;10091449;Mal na sebe šedý kabát.
9022143;He was wearing a grey coat.;10091450;Mal na sebe sivý kabát.
2253851;Wait a while.;10091451;Počkaj chvíľu.
2253851;Wait a while.;8982601;Počkajte chvíľu.
2253851;Wait a while.;10091452;Počkaj chvíľku.
2253851;Wait a while.;10091453;Počkajte chvíľku.
5200575;Tom and Mary only speak French with their children.;10092308;Tom a Mária hovoria so svojimi deťmi len po francúzsky.
5200574;Tom and Mary speak only French with their children.;10092308;Tom a Mária hovoria so svojimi deťmi len po francúzsky.
7476594;They put their glasses on.;10092312;Nasadili si okuliare.
7476594;They put their glasses on.;10092313;Dali si okuliare.
7476600;They put on their glasses.;10092312;Nasadili si okuliare.
7476600;They put on their glasses.;10092313;Dali si okuliare.
6264891;Tom only told Mary what she needed to know.;10092318;Tom povedal Márii iba to, čo potrebovala vedieť.
6269127;Didn't you know Mary was Tom's cousin?;10092319;Nevedeli ste, že Mária je Tomova sesternica?
6269127;Didn't you know Mary was Tom's cousin?;10092320;Nevedel si, že Mária je Tomova sesternica?
6269127;Didn't you know Mary was Tom's cousin?;10092321;Nevedela si, že Mária je Tomova sesternica?
5157799;I wish we weren't always so busy.;10092325;Kiež by sme neboli stále tak zaneprázdnení.
9823668;Why do people buy things that they don't need?;10092330;Prečo ľudia kupujú veci, ktoré nepotrebujú?
2543987;Tom is losing his patience.;10092334;Tom stráca trpezlivosť.
9105770;Close the doors.;10092336;Zatvor dvere.
9105770;Close the doors.;10092337;Zatvorte dvere.
9105770;Close the doors.;10092339;Zavri dvere.
9105770;Close the doors.;10092340;Zavrite dvere.
8525507;She asked him for his opinion.;10092351;Spýtala sa ho na názor.
8525507;She asked him for his opinion.;10092352;Opýtala sa ho na názor.
5466595;Tom told me to be here by 2:30 tomorrow.;10092354;Tom mi povedal, že tu mám byť zajtra o pol tretej.
2255164;You must run.;10092357;Musíš utekať.
2255164;You must run.;10092358;Musíte utekať.
2255164;You must run.;10092359;Musíš bežať.
2255164;You must run.;10092360;Musíte bežať.
8008631;The girl is stroking the cat.;10092361;Dievča hladká mačku.
8008631;The girl is stroking the cat.;10092362;Dievčina hladká mačku.
8008632;The girl is petting a cat.;10092361;Dievča hladká mačku.
8008632;The girl is petting a cat.;10092362;Dievčina hladká mačku.
2952318;I know how proud you are of your children.;10092366;Viem, akí ste pyšní na svoje deti.
2952318;I know how proud you are of your children.;10092367;Viem, akí ste hrdí na svoje deti.
2952318;I know how proud you are of your children.;10092368;Viem, aká si hrdá na svoje deti.
2952318;I know how proud you are of your children.;10092369;Viem, aká si pyšná na svoje deti.
2952318;I know how proud you are of your children.;10092371;Viem, aký si pyšný na svoje deti.
2952318;I know how proud you are of your children.;10092372;Viem, aký si hrdý na svoje deti.
2952318;I know how proud you are of your children.;10092375;Viem, aká ste hrdá na svoje deti.
2952318;I know how proud you are of your children.;10092381;Viem, aká ste pyšná na svoje deti.
2952318;I know how proud you are of your children.;10092382;Viem, aký ste hrdý na svoje deti.
2952318;I know how proud you are of your children.;10092385;Viem, aký ste pyšný na svoje deti.
10092384;I speak fluent French.;10092387;Hovorím plynule francúzsky.
8049836;I'm fluent in French.;10092387;Hovorím plynule francúzsky.
2644215;What were you celebrating?;10092389;Čo ste oslavovali?
2644215;What were you celebrating?;10092391;Čo si oslavoval?
2644215;What were you celebrating?;10092392;Čo si oslavovala?
2011516;Tom doesn't want it.;10092393;Tom to nechce.
2011704;Tom doesn't want that.;10092393;Tom to nechce.
2011706;Tom doesn't want this.;10092393;Tom to nechce.
9036624;Athena is the Greek goddess of wisdom.;10092398;Aténa je gréckou bohyňou múdrosti.
288667;He said that it was nine o'clock.;10092616;Povedal, že je deväť hodín.
4405043;He said it was nine o'clock.;10092616;Povedal, že je deväť hodín.
3024419;Everyone applauded as Tom walked out onto the stage.;10092627;Všetci tlieskali, keď Tom vyšiel na javisko.
8562974;He stood motionless, listening carefully.;10092629;Stál nehybne, pozorne počúvajúc.
6515186;Tom and Mary know that they have to do that.;10092630;Tom a Mária vedia, že to musia urobiť.
6519887;Tom and Mary know they have to do that.;10092630;Tom a Mária vedia, že to musia urobiť.
3914866;Who helped her?;10092631;Kto jej pomohol?
3914865;Who helped him?;10092632;Kto mu pomohol?
9361754;We don't know for sure if Tom will come.;10092633;Nevieme s istotou, či Tom príde.
853857;His father won't come, he is very busy.;10092634;Jeho otec nepríde. Je veľmi zaneprázdnený.
775415;His father won't come. He's very busy.;10092634;Jeho otec nepríde. Je veľmi zaneprázdnený.
853874;His father will not come, he is very busy.;10092634;Jeho otec nepríde. Je veľmi zaneprázdnený.
4496366;Why would I celebrate?;10092635;Prečo by som mal oslavovať?
4496366;Why would I celebrate?;10092636;Prečo by som mala oslavovať?
5183294;It's time for us to do something about it.;10092637;Je čas, aby sme s tým niečo urobili.
6033964;He gets offended easily.;10092638;Ľahko sa urazí.
2276034;I don't have any evidence.;10092639;Nemám žiaden dôkaz.
9358819;I do not have any evidence.;10092639;Nemám žiaden dôkaz.
8955697;She seemed happy.;10092641;Zdala sa šťastná.
8955697;She seemed happy.;10092642;Vyzerala šťastne.
8479501;He seemed happy.;10092643;Vyzeral šťastne.
8479501;He seemed happy.;10092644;Zdal sa šťastný.
9806744;I don't want to read anything today.;10092645;Dnes nechcem nič čítať.
2249973;Somebody help me.;10092646;Pomôžte mi niekto!
6510266;We have to find out what Tom and Mary want.;10092648;Musíme zistiť, čo Tom a Mária chcú.
1025735;Tom forgot to set his alarm clock.;10092649;Tom si zabudol nastaviť budík.
7178842;Tom said that Mary is going to win.;10092652;Tom povedal, že Mária vyhrá.
6357970;Tom said Mary is going to win.;10092652;Tom povedal, že Mária vyhrá.
7402806;She said that she's prepared.;10092653;Povedala, že je pripravená.
7405413;She said she's prepared.;10092653;Povedala, že je pripravená.
7231705;I don't think that it's dangerous.;10092655;Nemyslím, že je to nebezpečné.
2323142;I don't think it's dangerous.;10092655;Nemyslím, že je to nebezpečné.
10092661;I'm going to say what I think.;10092663;Poviem, čo si myslím.
10092660;I'll say what I think.;10092663;Poviem, čo si myslím.
10092667;Did you grow up here?;10092668;Vyrástla si tu?
10092667;Did you grow up here?;10092669;Vyrástol si tu?
10092667;Did you grow up here?;10092671;Vyrástli ste tu?
10092667;Did you grow up here?;10092672;Vyrástla ste tu?
10092667;Did you grow up here?;10092673;Vyrástol ste tu?
7522691;I don't know where we'll be next year.;10092674;Neviem, kde budeme budúci rok.
249142;We speak Japanese.;10092678;Hovoríme japonsky.
249142;We speak Japanese.;10092680;Hovoríme po japonsky.
657403;I am Japanese.;10092707;Som Japonec.
657403;I am Japanese.;10092708;Som Japonka.
8968853;I'm Japanese.;10092707;Som Japonec.
8968853;I'm Japanese.;10092708;Som Japonka.
2973974;I am a Japanese woman.;10092708;Som Japonka.
252311;I am a Japanese.;10092708;Som Japonka.
252311;I am a Japanese.;10092707;Som Japonec.
255284;I asked Tom to open the window.;10092717;Poprosil som Toma, aby otvoril okno.
255284;I asked Tom to open the window.;10092719;Poprosila som Toma, aby otvoril okno.
8969989;Tom preferred the company of his dogs to people.;10092726;Tom uprednostňoval spoločnosť svojich psov pred ľuďmi.
6357600;I arrived home late.;10092731;Prišiel som domov neskoro.
6357600;I arrived home late.;10092734;Prišla som domov neskoro.
5858506;I came home late.;10092731;Prišiel som domov neskoro.
5858506;I came home late.;10092734;Prišla som domov neskoro.
1524096;What must Tom say so that Mary forgives him?;9952525;Čo musí Tom povedať, aby mu Mária odpustila?
6033392;I had no place to go.;10092753;Nemal som kam ísť.
6033392;I had no place to go.;10092755;Nemala som kam ísť.
6033415;I had nowhere to go.;10092753;Nemal som kam ísť.
6033415;I had nowhere to go.;10092755;Nemala som kam ísť.
6261371;I didn't have any place to go.;10092753;Nemal som kam ísť.
6261371;I didn't have any place to go.;10092755;Nemala som kam ísť.
8405721;"Do you love him? ""Who?""";10092770;„Miluješ ho?“ „Koho?“
10038865;She's got a heart of stone.;10092771;Má kamenné srdce.
10038865;She's got a heart of stone.;10092772;Má srdce z kameňa.
5803890;Tom is older than your father.;10092785;Tom je starší než tvoj otec.
5516168;We were all a little hungry.;10092786;Všetci sme trochu vyhladli.
8515290;She thought she could help him.;10092787;Myslela si, že mu môže pomôcť.
2540028;Maybe I shouldn't be so suspicious.;10092788;Možno by som nemal byť tak podozrievavý.
2540028;Maybe I shouldn't be so suspicious.;10092789;Možno by som nemala byť tak podozrievavá.
6078545;Tom said he wasn't thirsty.;10092795;Tom povedal, že nie je smädný.
6263004;Tom said that he wasn't thirsty.;10092795;Tom povedal, že nie je smädný.
6078545;Tom said he wasn't thirsty.;10092803;Tom povedal, že nemá smäd.
6263004;Tom said that he wasn't thirsty.;10092803;Tom povedal, že nemá smäd.
6220879;Tom said he's not thirsty.;10092795;Tom povedal, že nie je smädný.
6220879;Tom said he's not thirsty.;10092803;Tom povedal, že nemá smäd.
6220880;Tom said he isn't thirsty.;10092795;Tom povedal, že nie je smädný.
7179497;Tom said that he's not thirsty.;10092795;Tom povedal, že nie je smädný.
7182463;Tom said that he isn't thirsty.;10092795;Tom povedal, že nie je smädný.
7182463;Tom said that he isn't thirsty.;10092803;Tom povedal, že nemá smäd.
6220880;Tom said he isn't thirsty.;10092803;Tom povedal, že nemá smäd.
7179497;Tom said that he's not thirsty.;10092803;Tom povedal, že nemá smäd.
3907604;Throw the ball to me.;10092808;Hoď mi loptu.
3907604;Throw the ball to me.;10092809;Hoďte mi loptu.
3258164;Throw me the ball.;10092808;Hoď mi loptu.
3258164;Throw me the ball.;10092809;Hoďte mi loptu.
3181480;Tom never talked about you.;10092811;Tom o tebe nikdy nehovoril.
3181480;Tom never talked about you.;10092812;Tom o tebe nikdy nevravel.
3181480;Tom never talked about you.;10092813;Tom o vás nikdy nehovoril.
3181480;Tom never talked about you.;10092814;Tom o vás nikdy nevravel.
8399337;You should start as soon as possible.;10092817;Mali by ste začať čo najskôr.
8399337;You should start as soon as possible.;10092819;Mal by si začať čo najskôr.
8399337;You should start as soon as possible.;10092821;Mala by si začať čo najskôr.
8399337;You should start as soon as possible.;10092822;Mala by ste začať čo najskôr.
8399337;You should start as soon as possible.;10092823;Mal by ste začať čo najskôr.
5702013;Tom didn't eat anything.;10092824;Tom nič nejedol.
5702013;Tom didn't eat anything.;10092825;Tom nič nezjedol.
6033286;Tom hasn't been eating anything.;10092824;Tom nič nejedol.
3723846;Tom ate nothing.;10092824;Tom nič nejedol.
8550329;Tom hasn't eaten anything.;10092824;Tom nič nejedol.
3723846;Tom ate nothing.;10092825;Tom nič nezjedol.
8550329;Tom hasn't eaten anything.;10092825;Tom nič nezjedol.
10092828;I don't resemble my parents at all.;10092831;Vôbec sa nepodobám rodičom.
10092829;I don't look like my parents at all.;10092831;Vôbec sa nepodobám rodičom.
7473316;They say that they definitely won't win.;10092832;Povedali, že určite nevyhrajú.
7474736;They say they definitely won't win.;10092832;Povedali, že určite nevyhrajú.
10092827;Are you sure she's speaking Portuguese?;10092833;Určite hovorí portugalsky?
10092827;Are you sure she's speaking Portuguese?;10092834;Ste si istí, že hovorí po portugalsky?
10092827;Are you sure she's speaking Portuguese?;10092835;Určite hovorí po portugalsky?
10092827;Are you sure she's speaking Portuguese?;10092836;Si si istá, že hovorí portugalsky?
10092827;Are you sure she's speaking Portuguese?;10092837;Si si istý, že hovorí po portugalsky?
10092827;Are you sure she's speaking Portuguese?;10092839;Ste si istá, že hovorí po portugalsky?
10092827;Are you sure she's speaking Portuguese?;10092840;Ste si istý, že hovorí portugalsky?
2733644;We don't trust Tom anymore.;10092843;Už Tomovi nedôverujeme.
10072418;Excuse me, I don't know your patronymic.;10092845;Prepáčte, nepoznám vaše meno po otcovi.
10092849;I think you dropped something.;10092850;Myslím, že vám niečo spadlo.
6516401;Tom and Mary admitted they were very tired.;10092851;Tom a Mária priznali, že sú veľmi unavení.
6360171;I am not the oldest one among us.;10092852;Nie som z nás najstarší.
6360171;I am not the oldest one among us.;10092853;Nie som z nás najstaršia.
8090412;It is me who sets the rules here.;10092858;Pravidlá tu určujem ja.
2548468;You are my friends.;10092859;Ste moji priatelia.
2548468;You are my friends.;10092861;Ste moje priateľky.
2713726;You're my friends.;10092859;Ste moji priatelia.
2713726;You're my friends.;10092861;Ste moje priateľky.
4529041;Tom falls in love with every beautiful girl he meets.;10092883;Tom sa zaľúbi do každého pekného dievčaťa, ktoré stretne.
10092818;That's not what I'm asking you about.;10092886;Na to sa ťa nepýtam.
10092818;That's not what I'm asking you about.;10092888;Na to sa vás nepýtam.
5849451;How long have you been in prison?;10092916;Ako dlho si bol vo väzení?
5849451;How long have you been in prison?;10092919;Ako dlho si bola vo väzení?
5849451;How long have you been in prison?;10092920;Ako dlho ste boli vo väzení?
5478202;How long were you in jail?;10092916;Ako dlho si bol vo väzení?
5478202;How long were you in jail?;10092919;Ako dlho si bola vo väzení?
5478202;How long were you in jail?;10092920;Ako dlho ste boli vo väzení?
3845203;They eat.;10092933;Jedia.
8383495;They're eating.;10092933;Jedia.
3845167;You eat.;10093224;Jete.
3845167;You eat.;10093226;Ješ.
3083996;You're eating.;10093224;Jete.
3083996;You're eating.;10093226;Ješ.
4130014;You are eating.;10093224;Jete.
4130014;You are eating.;10093226;Ješ.
1438056;I'm having lunch.;10093329;Obedujem.
790044;I'm eating lunch.;10093329;Obedujem.
2548262;I'm eating my lunch.;10093329;Obedujem.
4498374;They were excited.;10093335;Boli nadšení.
